<FITC-A>: pMEK (S221)	<Alexa Fluor 700-A>: CD8	<PE-Gr-A>: ppERK	<Pacific Blue-A>: CTV-OT1
2941.19897	1767.91199	63.8082542	7023.47021
7362.08838	457.557648	90.5405273	6148.09619
15945.8281	3600.72266	2132.03271	12206.8955
6259.94775	327.141479	448.966736	2000.74377
1845.79785	1042.90649	-23.51548	3945.97754
4093.95166	1397.40125	71.4916992	11532.8408
5885.71045	1156.42505	917.06897	4689.66504
13486.0732	652.105164	216.94841	5371.01367
16574.168	1226.96802	2343.54419	1941.4762
4187.93652	880.198792	239.489166	9667.20703
9262.37109	1602.34814	2116.27002	10696.7598
15954.2012	968.806946	313.176086	7114.06348
890.254639	748.590454	109.397491	944.697754
11882.6143	2267.30493	1920.88745	1301.04907
28489.7734	2019.48718	794.750427	4168.14258
1210.76294	1348.3092	-5.67689514	2637.20752
4743.62891	293.880524	348.868134	2507.11206
5516.03662	1437.59851	135.704971	1990.48926
6697.95947	676.82843	1645.14697	1158.6239
1218.25842	153.93837	23.4437275	1317.18628
474.36908	243.667664	91.4710693	2409.48047
8157.4458	790.5755	130.723892	524.800171
3962.89551	1107.07349	368.29007	1762.01709
6395.58887	698.849304	2008.22754	1300.28967
3437.63281	1551.69763	334.300903	3644.97192
4458.75098	3170.29541	686.339966	7615.87793
6544.0835	422.73172	302.887146	3715.34644
1350.2793	355.098297	55.3559265	2931.13354
20978.418	942.622131	515.360901	2393.11987
4960.10693	910.727966	464.829865	2873.52612
4923.4165	1878.97339	252.518387	11168.7871
11.0667715	227.764557	-67.6258926	5116.18848
914.839233	705.331421	-62.6693001	4172.5752
1127.20056	555.478455	-1.82359588	4786.38623
2995.49536	4366.43213	97.7978821	2713.62866
1161.03015	386.901398	31.1629734	872.403809
10118.002	679.067444	162.097275	3346.66748
13896.7168	2085.06567	1547.81421	4903.021
3578.26587	678.805237	45.1224747	5614.09521
6754.08545	1272.00867	89.0780563	1086.01965
7741.39258	756.30304	248.334305	3602.48877
3823.79688	1371.84302	46.3642044	6927.63818
13969.373	2516.49463	402.27063	7021.09082
4477.25195	1086.30347	508.720062	3448.66992
11829.6602	967.631958	588.828247	1331.47742
959.956177	113.874489	-9.53909111	3516.58838
6931.55957	2037.9707	89.6112213	2049.75171
5487.08838	901.608093	808.521362	913.343018
18947.5977	1301.50806	2945.56079	2132.52124
6796.3877	1259.7644	1005.50458	8785.39551
14390.9268	863.819458	1720.83496	5108.64258
-105.119965	211.467056	-9.83390713	2995.7002
5239.55566	809.322815	110.018112	2149.06201
12419.2344	1318.3407	2183.56665	5634.85889
13090.3604	958.255005	472.407135	1469.38684
21801.5684	1390.49683	4450.64307	3922.04736
11403.9805	908.33783	1402.16479	704.719238
9342.55859	181.083023	218.257385	840.150513
8928.14941	1645.83398	1692.83154	4513.66748
6952.78613	1052.69104	494.334839	6178.91699
1776.99402	271.75589	46.7465973	2293.49854
8943.42383	1698.74951	2579.00879	3540.88721
2397.88525	220.283096	7.7348752	2000.10352
2278.84814	798.609985	226.584961	4936.89844
10532.5615	1171.43872	1861.67371	3767.61743
4549.31885	1469.42725	133.438354	5570.9126
1447.59985	248.836182	-19.0496788	1075.18945
4711.18604	570.362244	451.849701	2191.71118
25171.7207	2133.34912	2723.70215	4371.53564
3619.40112	631.388916	99.0824661	2677.69922
15713.2217	2117.84912	345.190155	8122.00293
2870.94702	2583.66138	570.451111	1098.2207
10135.1396	886.865845	926.77887	4299.51953
1738.75146	529.158203	47.8714409	1549.04822
31986.1875	1489.55896	1288.33972	1077.69116
4749.86914	1512.6842	118.763466	3524.09717
3754.86255	848.680054	51.996727	8827.36914
32284.9863	2306.43701	4224.68311	8734.52246
3042.02148	607.708313	134.058502	2960.4812
7251.9126	1278.18152	2581.47363	1959.17212
8084.03564	1184.23059	825.335876	1931.98987
9662.77148	5514.80762	775.353027	7430.56396
17981.1387	3733.43677	4500.07812	5072.20947
17166.9512	746.361877	2287.79907	12157.7148
3101.70361	406.749908	-16.8576698	8780.21289
701.464783	245.81308	25.4882793	5917.76758
2818.28589	856.017151	75.1695862	2188.90063
3205.05518	1333.1532	106.760521	1823.65173
1361.57288	319.876923	246.686356	2091.53174
19974.4258	1748.35168	1092.63171	2063.05469
12806.3623	862.556641	471.961182	1401.79333
16357.251	732.907776	1018.68439	3085.23853
8242.96191	985.430725	596.570618	14290.5273
14856.8779	1749.49927	2566.13599	3161.68359
13534.749	1809.36133	2194.1438	6313.44385
11426.6729	2150.60645	3706.01636	8660.18848
26052.3027	1987.86047	4640.18408	5839.31348
801.597351	198.773224	-19.2080307	2272.604
25807.252	1868.93701	1236.58435	23242.2715
3391.35327	687.055481	126.168907	5982.55273
4460.45117	1060.77612	1597.49438	1636.22595
9247.74414	1529.49011	371.394226	4760.45361
9579.32715	391.563202	640.000732	2681.70752
7049.40771	758.794373	519.378235	2454.92554
9543.58203	1082.3634	729.119629	7791.77295
13192.6885	895.41095	2539.93921	2924.42896
749.243774	794.307678	-22.5447521	4736.98193
9263.26074	608.041809	172.736923	2262.37183
6152.854	1361.47205	1831.22571	1789.89282
2387.76172	1232.35815	211.633209	4185.58789
5643.05518	486.717529	707.440979	2734.50293
8160.8623	1224.66992	1611.27393	1670.48108
1019.29022	560.999817	41.3537674	6477.13379
20506.9707	1474.29407	2460.42334	6408.5752
10483.6973	922.112061	204.817215	12509.2656
6200.30371	1127.23438	1378.40759	2999.50269
2467.09058	448.610229	168.641129	842.981567
12276.1904	551.202393	809.784058	11534.0615
4051.36133	616.937317	569.391724	3461.14185
5651.8877	444.105164	1143.70923	1743.35522
12361.71	1390.83057	2456.9187	1907.48572
18611.1367	928.514465	2620.95312	3102.43213
3468.59497	936.092285	31.9200916	9569.64355
5586.21582	693.793884	369.178528	3363.42847
2285.28589	253.912064	142.686523	4381.78857
2357.85132	792.796387	44.6974297	2998.50366
549.955139	776.55481	34.9339561	3049.19385
8971.625	2961.4021	1233.15808	4305.48877
3768.92065	1461.26184	58.7505341	9121.37695
1713.36804	944.998657	53.522419	4839.76758
4300.25879	1937.03516	25.746418	6513.43896
2456.09277	277.997253	-10.7850475	811.786133
8073.44092	719.406311	2019.49207	2578.23584
715.317383	69.4345703	-15.73316	1093.25098
1488.41614	648.19458	31.0548115	3275.92529
11201.123	1529.6803	229.056366	5208.54834
4888.97217	754.764893	736.847351	6279.37305
8649.30469	1894.23828	221.20137	5618.57812
13653.584	1531.35144	981.501648	5221.22852
1995.62036	693.022156	75.2467499	2823.91943
15293.7422	1864.91443	2309.97388	4607.69043
10674.1426	1406.4071	886.942322	4259.70801
3690.45117	1146.14124	50.1939774	13362.6826
6833.27588	790.766602	705.821167	4838.05371
10378.5859	445.005798	1019.16486	3390.23218
5548.07129	374.697357	610.599609	2248.21753
11689.4004	1088.75696	2040.76501	5998.87402
8493.29883	1045.04797	1719.77869	3956.02026
13179.0811	1086.84326	242.723083	6550.05615
18775.918	1263.01831	3792.09058	3161.21094
23158.4082	2260.14111	1444.98743	12220.9541
3194.73901	195.526688	9.87469101	4704.74609
6658.0166	1280.81104	177.226959	14046.2832
2154.11963	1016.57562	-5.73577213	14817.3359
7914.98047	626.201965	455.868866	3425.37183
12416.0586	959.849854	2841.46655	1305.15894
14098.835	2572.9751	3548.28394	8429.72754
15174.1445	705.659241	1666.60974	883.09314
15400.7832	2001.25354	2656.72046	3228.71802
6156.90039	1168.34729	735.230164	3068.78125
17148.3965	971.20697	2018.25256	2000.47815
45400.7422	2186.83838	3130.63867	7997.76709
3657.38989	1856.98804	352.677032	6805.30811
3289.97632	613.643311	52.6856728	3136.68311
8759.70898	614.911316	1136.38037	2411.06519
9545.83008	672.626465	166.033112	4921.60352
9782.30176	2481.26294	1173.52319	4102.03027
13681.9414	1929.14001	324.077576	1186.68127
3537.26343	2138.32935	1000.32825	2640.40503
5777.56104	434.725494	504.896729	3621.69092
9888.39453	833.280579	1453.35571	1263.84192
4160.97607	564.174927	153.190536	2560.3457
21406.1562	1088.32117	982.190979	6154.45947
9275.18066	809.656677	1933.69995	2071.08496
16060.2129	1478.88245	1082.43457	1139.22632
4890.89795	2975.21924	155.738998	4873.42627
7369.94141	808.667603	481.830536	1502.43665
30410.459	7568.23291	2305.43384	16236.6914
1007.31866	626.405579	23.7391987	1956.14563
2235.77759	860.233704	101.751793	2152.41675
249.463394	314.734497	78.6371994	1442.76465
1256.01611	44.1101456	16.3395367	1957.41602
5928.73193	3349.74951	156.457504	8029.02002
15520.96	1084.60999	718.669556	3455.57324
9249.875	500.82193	1417.29529	2643.84497
5407.04199	1016.21973	3632.08325	3270.57715
19534.4434	1730.61475	1241.20239	4795.48389
8681.5166	2485.2854	1954.28735	5368.52148
18192.0312	3033.24365	1354.80676	7840.30518
2295.09009	463.643158	9.57661724	947.366821
13744.7852	2960.38184	3660.21509	5483.85303
18706.8477	2939.83667	1335.8739	2258.47144
768.353638	199.681229	-9.10984039	3685.84814
9079.79004	1000.08643	795.831421	4736.21533
11342.3154	904.344177	150.567444	424.928436
3459.19336	824.634766	33.9159508	5863.31689
482.905884	202.04924	-28.4437103	1030.63159
474.792297	257.595551	-34.1141319	2966.56323
3246.48315	798.889526	108.623207	2575.23096
12512.4883	591.53009	399.257416	4630.82666
745.187988	100.006424	82.0137253	4188.78711
3144.02832	524.151794	95.5673981	5920.92578
14175.4961	766.681885	830.776001	2189.33521
4950.50098	696.638611	179.970032	7994.31152
1620.61584	556.359375	43.9185524	1744.55164
11873.3809	906.4729	658.663696	4519.42383
25777.6484	2075.51978	5445.08887	9638.4707
2490.31958	199.298965	212.919266	568.212097
4783.52637	956.665344	247.430969	2987.60986
5799.71631	1226.4032	156.467194	5524.98145
587.722656	1039.46509	32.6395531	1034.42358
12378.9326	1736.04675	6063.81494	5961.16455
1463.96521	284.470398	73.7530441	2289.62646
7660.36816	697.680725	1513.61292	1535.8219
15238.3301	892.127991	2110.04248	3446.6792
16002.1211	3402.43188	209.603394	10187.3379
14533.8633	1587.61743	986.950562	2957.47168
3166.76147	1882.36719	88.1942139	9384.32031
771.307922	235.363419	-15.0870981	2288.03857
4325.45117	544.72876	41.8294792	3276.7356
12932.124	1880.68921	1920.17407	9976.6123
5144.22705	1503.49756	534.213318	4314.21387
6126.66016	3074.97778	110.78022	8959.28809
25868.9473	836.668945	757.645325	1260.28186
13614.7236	941.97052	1430.30835	3706.4502
2415.50146	333.272583	-14.0420065	2877.91187
5362.69385	3709.42456	125.885246	10767.8594
1546.73096	332.827728	20.0572796	1822.00928
1822.64941	3718.6333	11.6707878	6313.31348
16274.9912	928.650635	544.820068	5456.21484
5644.56641	480.613495	73.756218	4414.69727
4611.72803	1863.72937	409.775146	4555.17578
9390.16699	352.968048	1112.72803	2042.21729
13909.166	1040.2428	539.263184	483.901459
15280.8662	2775.85913	748.117188	6139.65186
6343.69678	854.967834	240.343796	6182.60742
3718.39331	994.535645	37.5175133	4918.53516
7034.67383	813.407959	313.853363	2683.77759
20046.1055	760.019104	1496.98645	1697.93274
2384.3667	266.647675	53.2361336	10215.4863
7660.21826	1255.5304	317.638062	1814.90613
9006.66895	366.016602	460.523163	5739.41992
5648.97168	2096.01074	34.1506157	6068.93213
1144.35315	1479.17712	0.531068087	3004.90332
7357.48633	1655.26025	1130.94263	4940.48486
2246.15869	1228.97058	111.071297	3960.82935
2764.96289	1084.07874	44.4949303	4065.66284
3832.54028	353.247955	159.786301	3665.69385
3365.94092	774.29657	28.3479958	1407.31238
928.967102	747.607483	2.53498697	1932.29663
17927.9961	1463.75757	375.405396	3146.37036
2388.95239	173.485519	44.3437233	2426.06519
4611.89014	339.508362	553.620239	4791.53711
1096.38904	297.744019	-7.46569252	1826.40515
20648.0996	1315.52393	1723.68176	3168.76733
2159.00879	588.853882	158.12059	1129.32227
11606.0674	3026.09058	2576.90649	4765.13965
7751.49609	1611.8988	1374.06348	3229.55103
3225.30176	1478.2594	48.9523659	8550.37012
5465.28027	1412.49768	1083.97095	6806.94775
22701.2832	1701.75781	273.84082	3616.10815
2409.43164	552.842224	12.3343639	10955.2275
2865.04639	259.586761	38.2772713	4693.63037
5118.62256	383.4599	156.894394	3329.03906
12672.4297	983.815552	1245.30457	5207.55566
8100.33301	623.898499	690.208496	2116.02515
4583.00732	1078.2334	614.719788	3654.04834
4697.05811	1895.98157	1462.36401	3962.79492
6885.53076	553.354187	191.343216	570.868469
4343.83594	1586.01941	87.3220901	979.061401
15186.8135	846.155273	230.943176	7091.68799
13908.2354	965.331604	1443.76025	2872.93774
13151.0811	1713.23267	2493.7793	8936.77832
1647.13647	1795.64319	38.3303032	1619.38354
8172.47119	788.231689	450.386505	2441.71045
13707.1289	909.183289	1344.16821	5966.97021
2045.27454	1632.1864	-14.1238203	12348.334
10748.8691	836.327209	1159.7511	6384.06543
9029.58301	1008.36548	251.855789	3705.98486
975.65155	163.805115	-20.3066158	5046.85352
30953.4688	693.58905	769.245728	1431.79517
1786.48889	1007.87415	31.6244488	6257.89404
598.391785	600.142151	44.997963	1057.62793
24355.0684	1878.76782	2648.3208	1566.93701
9913.21582	1539.02771	952.689148	1590.91907
15777.665	1671.42432	591.169922	9269.16406
33759.1289	1738.18066	2350.9043	1368.49182
11539.8359	1371.2738	135.787125	2436.22388
10937.9814	3066.09253	2273.06958	9163.24805
10779.7139	1033.44409	1716.17419	3585.39771
10977.2275	420.644348	163.723358	11944.0752
15800.3408	1318.43677	1798.80957	3083.1875
722.197815	1081.26611	76.5076904	6656.74219
10496.2363	724.672852	191.226868	1513.16455
6760.57764	2233.23315	1695.72083	4214.68848
-110.456764	322.445068	138.566757	2124.61328
6893.25781	1346.67346	565.864197	3987.92212
6104.38965	992.447632	93.6713104	952.651428
21016.6777	459.236725	1386.33752	8293.33594
3821.51709	269.119659	285.581268	5997.35205
6550.03223	994.672791	442.106506	4252.89453
13644.2852	1650.07251	1204.68262	5037.23486
9237.5332	672.46814	765.815369	1921.76917
596.999573	442.457031	-28.5455914	2950.82202
13949.4609	920.265259	2342.95093	4808.03955
15088.1074	1425.99158	3453.12866	2444.71069
1884.61853	645.060791	0.639734864	1253.66479
17302.002	1237.4364	1741.38037	511.248199
2850.25684	1284.87109	293.927979	4532.72607
1501.79187	768.873291	24.8402443	2603.01855
12999.5195	4096.57422	2897.21411	4361.2124
16511.4941	1040.62744	3742.27051	1019.09509
1988.96521	411.02533	-9.62580585	4663.63379
7511.89062	542.569519	1564.17407	1553.09888
3796.5835	741.893555	25.5506077	6837.06738
8067.96387	2255.08521	2128.74316	2755.96777
14522.0605	1163.51636	1309.70752	3990.00244
18990.5156	1656.65137	1459.11377	3791.15479
12305.3203	964.512512	2803.34033	8395.25293
3442.7334	1368.40466	237.323013	3795.46729
-110.342674	411.542358	22.2109852	1667.24719
6531.90527	1830.2157	681.685669	2215.61694
1566.30762	1127.9353	60.076313	6226.35547
7151.01416	1225.52417	1168.48535	2043.55249
2150.58472	511.348877	99.8308258	1014.22998
5260.33447	381.379272	63.3836708	7122.36084
13860.9463	984.512878	234.135452	4084.53613
6659.50977	1244.45837	1749.88855	1750.27893
12759.4873	1182.90088	912.384216	6981.70166
4224.86475	581.178467	118.405556	1858.9502
10933.3896	1464.22168	1755.36292	2698.62793
17105.6055	1774.46326	1772.67029	7182.39746
12458.3848	1784.13831	1841.34485	8874.88477
15139.2539	1082.41333	1958.21008	1397.07642
1327.38208	330.384705	24.2117176	1057.94189
13284.4307	971.127808	2733.69971	3981.91162
10763.8711	666.501221	287.480621	9793.84863
2451.81519	530.186646	77.4621429	4590.06201
4701.4834	5177.08447	1232.12244	9709.61523
2501.70312	704.198181	10.4992189	980.979065
576.145325	554.902466	44.9944611	5322.68164
3661.9751	617.27655	43.8897743	6379.99902
12418.29	1572.35107	1632.38416	1705.37476
5585.19824	2648.34937	1076.52441	12159.8662
1152.776	24.6178894	-5.64474773	2517.88379
10964.5693	1805.10608	2961.67773	6007.396
1079.77747	1246.62061	60.0476646	3038.51245
12548.4355	2098.86646	505.909332	1615.12659
6132.64355	2885.98169	1175.54089	4181.80957
13890.376	1700.00708	219.371994	2823.30396
6640.24414	1023.73389	1691.68201	3513.89307
18791.7598	1818.6908	1886.44751	5731.4165
1557.19226	602.128479	31.2811298	461.912354
953.076172	370.99765	-29.7822781	1799.27881
1970.23145	66.2566833	20.9864502	1665.22449
13154.584	907.36438	2336.17651	1570.31885
7144.78076	1033.43933	161.712845	4590.18408
11516.5625	1368.93091	2439.50439	3082.56006
20478.7422	2060.12769	2257.42139	2976.67896
3.99365497	395.290985	59.9304276	5268.87012
14574.1064	1034.41052	1523.06421	2431.17627
13175.707	821.328918	595.45105	6327.43799
662.227112	157.858459	34.2367401	1240.59155
8228.87402	800.568298	724.009521	1454.68567
622.787659	204.359772	28.5143986	1651.88159
9846.50098	992.846741	1471.74268	4093.88745
1447.56348	522.691711	29.7074413	4446.82812
1280.05017	46.9067345	-17.1369495	11323.5303
540.456909	164.914612	-18.2447681	1220.97375
2511.94604	1109.43481	45.3625755	4533.35986
6037.3877	1370.42749	1427.11328	7150.29541
3445.05786	2277.93652	74.6878815	6249.71289
10953.9189	977.324646	119.363312	1872.56287
22016.6973	1321.34863	464.42688	4974.74951
1699.06714	1139.30945	87.7734146	5027.75488
-110.408592	1022.01111	45.7953606	2901.05688
2050.78735	1017.89813	17.0768566	2343.37671
4887.7666	3494.79614	224.19104	1710.19287
2856.40674	560.665588	46.8566666	4363.31494
409.796234	160.692352	-10.7816916	1185.17322
15512.0088	1634.17126	2027.0321	6797.95752
27572.0859	1817.68787	3317.59717	3530.37573
12660.0059	4225.4502	328.754883	6335.22803
527.432617	394.026947	-8.33680344	1369.5957
11872.3691	1175.27979	288.402863	2633.21411
14067.8926	527.576477	1032.12573	3169.21069
6329.67822	3377.44678	1111.66248	10103.1279
9178.20117	1430.34338	1390.54236	3356.94653
8449.76562	1495.04163	1397.91211	5597.42969
5531.84473	1254.03455	67.107254	4880.75537
6479.20996	3274.51782	1130.8988	6718.33594
16704.6426	2977.00244	2655.67114	5238.79346
9067.28613	763.097656	839.174255	11852.6934
6334.08594	4069.74951	2941.52368	5861.9751
2545.47314	95.7047729	-13.6862898	4589.95898
5719.11963	2052.20093	763.941711	2747.28979
14315.2256	786.564941	425.621582	3408.44043
18488.1348	2592.8689	2199.30469	11785.7412
51.4767952	352.24115	45.9952278	423.132202
5399.73877	1499.55042	204.22818	4528.4375
12849.7441	3083.2041	2438.45215	3672.46265
7362.56445	533.971191	589.93042	3685.34863
16963.4004	1814.72388	299.89856	4598.90869
3723.13623	1103.42212	144.313934	12204.6436
1267.61279	721.843933	21.8244114	3284.08667
15226.1143	917.542358	2306.7561	8529.63281
24385.0645	1641.62793	3264.87085	2484.9043
11183.8193	1463.82019	1650.98022	3452.21631
3651.5459	497.802612	337.627625	2758.32812
7305.98389	487.992371	578.967896	2985.63208
553.005493	241.928558	6.07066154	5637.1001
9311.04297	485.215393	488.372589	5518.15332
9609.1416	622.295898	210.143875	2731.65479
8862.57129	1547.73779	1400.2406	4124.97314
5387.86963	1476.29004	798.694275	4249.4541
6214.00049	658.774231	624.227539	2502.95532
1299.68994	350.072906	36.7935143	1467.61157
13052.9287	1152.1012	1211.94592	11453.4141
2744.16553	1434.64575	45.9823112	2574.13477
1487.58801	1366.11853	97.7113724	6577.25342
15526.0127	733.050049	806.595032	8475.41211
4811.08545	182.957123	182.55127	1881.96191
7620.07715	379.490845	133.508728	1343.74878
2762.38037	825.930603	124.367836	1924.48193
390.223877	233.85791	62.7277412	1466.73535
13178.0879	937.12561	2119.14624	5106.98242
12433.2158	2205.38647	586.460999	5931.37012
12735.626	2024.7666	2430.53101	3850.15698
4718.5625	7254.26514	263.895782	8024.16553
3737.22461	1032.66272	22.582983	4360.29541
2647.57495	75.0386353	619.498657	1159.48108
6932.32861	1832.74524	238.903473	4640.9126
12565.0674	1205.14539	1054.24365	4684.15967
6275.53418	1051.38196	1156.68774	2441.36523
12466.5391	1706.03577	289.561371	5593.104
9319.61719	711.027344	4318.36133	3136.56812
13387.3926	1716.56494	2931.98779	4268.99854
4600.2041	829.298889	125.150093	1755.26245
1322.04749	316.883575	-25.3923206	1504.62537
6834.54932	615.168762	1185.05164	7465.98535
4200.3252	313.871246	71.6299057	4764.93213
1356.08679	1654.16467	132.858261	9446.01172
1683.52905	422.735413	4.48633718	1354.99561
9907.89648	2828.79614	231.242661	17448.8672
13052.1279	2864.33423	453.119171	2530.18579
11053.6299	1984.85645	5186.84473	2319.69531
6018.91699	339.419678	88.9905472	737.865967
9553.36914	2133.48877	2546.00244	3064.59521
2706.85962	1275.64075	5.47312546	5476.63135
12349.7627	1634.40173	367.689453	2737.96606
3741.33521	225.811935	102.847916	1027.76477
12541.6426	852.043762	192.145782	520.788025
7115.58057	4188.0835	1643.87964	2848.41772
7689.01465	1643.64929	968.666199	5166.89746
285.776764	97.9067307	-16.5310955	624.980652
10979.6631	3162.93433	5344.14893	6440.08545
17628.3672	1050.02405	297.397186	2716.49121
4393.50732	810.998352	18.7798386	3880.36865
18033.9941	950.763672	216.399063	4859.35742
10747.291	740.167542	320.667908	2772.60864
11244.3779	315.602386	409.31543	3558.82178
8822.21875	1590.17273	1912.3363	4656.34375
1645.49634	570.715149	1.11087859	3444.29053
17275.0332	2583.85278	997.374695	3555.76855
38708.5898	4926.36035	5112.77295	10044.9414
13341.7812	1460.31873	1147.70654	3637.02979
858.586365	464.641785	15.5277977	4277.34863
5294.82666	1553.15076	1770.45959	2223.85718
20879.2461	2270.1748	2718.70435	5279.27832
4637.74219	1105.98633	45.1723747	4149.56299
31265.8105	1457.31775	3772.22778	3533.71216
2516.70654	522.575012	86.627533	22213.5293
21423.8555	2451.875	2376.51807	12347.6309
7894.64355	535.566406	355.609161	950.384705
18978.4844	2648.90186	4045.17529	9065.2207
4293.5625	1684.43579	96.6762619	3443.81787
17392.4336	1868.9502	2269.28149	6578.78857
1577.72046	398.837555	15.6309032	3251.95312
4827.52246	562.473389	606.363953	2835.44873
7032.52832	581.584229	97.3710938	6739.63916
11268.0869	1191.08252	1520.87109	4662.63135
12864.915	2345.64526	628.143127	4151.78076
2825.29883	119.712296	-17.2101135	2538.54346
1982.21167	1543.73315	45.8921204	7060.28076
6564.36865	355.862183	536.986816	1430.03381
9747.24219	587.143616	1308.31458	3527.54785
10663.457	1133.70593	1992.38025	1220.04639
22518.2969	779.320435	2410.55151	9568.56055
13662.542	2225.54028	2143.66113	2560.01562
5712.91406	467.586243	500.777374	3192.17139
1944.68689	1671.21558	48.2023125	4611.73926
5344.54102	1255.84717	96.9073563	1272.56689
14154.4424	840.205017	2082.35205	3579.80664
16872.4141	1093.54956	2655.3457	3193.37549
6651.07666	454.064148	94.0513763	3337.86548
1848.83533	1102.48682	84.6398087	1181.19116
6666.5752	1697.11523	846.404358	5656.604
14631.9043	884.297913	2615.72534	3972.75195
13340.9229	1736.20044	1943.25586	1711.42444
11209.1211	599.394775	1006.71631	6746.4082
1269.64331	1090.24597	0.510789335	3718.86646
15412.6221	1326.88721	1160.06274	1337.73645
2874.50854	2152.37329	176.51326	1698.94299
4519.13086	306.516479	373.952759	1855.94055
8356.625	1394.4823	102.159492	4069.23999
927.113708	869.148926	-6.90249205	3710.18921
6451.67334	555.957581	53.2849236	4922.41797
11284.5264	1475.02197	663.583923	3084.53687
636.581177	322.857788	82.4365234	2278.45703
11694.2734	1092.64185	226.3517	3392.89111
26382.291	995.316345	2991.71533	8035.68115
1749.32068	316.976837	127.84803	2904.23389
12948.0312	3484.70044	910.754578	10250.3135
4115.12891	728.020142	21.2008839	4837.5293
9948.55371	1411.59534	1851.55078	1758.37036
709.790283	1393.39551	52.5863228	7241.48975
16556.1445	1840.89856	1774.51782	2670.10522
1325.76013	77.646904	25.0118637	2543.77441
2094.08203	4575.8457	84.5271988	13904.8652
7507.89502	1632.22766	845.25177	3687.22925
12016.3438	2007.29517	2870.95728	4320.02979
238.041031	620.070374	-5.6677022	1584.51819
8882.7041	3407.21704	296.031952	6993.57275
719.832336	406.128845	-1.47389436	775.956543
4447.41943	2418.67725	106.913078	8832.10449
3325.28638	404.040436	18.0866356	3097.37085
18544.5469	1168.25659	3170.81494	7745.84619
3728.2207	747.634949	191.775925	5620.44775
29008.375	877.510071	1774.13843	4075.87598
4333.94434	723.717285	87.7423019	1256.39771
705.13446	430.903931	27.2386589	773.816101
6481.49902	683.495605	1478.53064	3837.23779
895.94397	916.159729	12.0940828	6478.87842
15999.3779	1091.5708	1862.4187	5338.98535
16306.167	1140.8905	1821.10413	1534.76074
1522.55518	363.417297	16.2036724	1651.52673
7963.40332	534.805969	1250.23743	3626.43604
412.046448	24.4742661	-37.4091682	561.380798
25804.875	2453.33374	2690.28125	5489.94434
2376.00928	742.212646	100.413132	3923.03564
3363.89746	316.105896	88.6902618	3938.89038
19671.959	1819.36804	2393	3907.61011
1846.34241	370.956848	39.1641655	1373.91199
11962.7109	786.97345	575.355469	5956.87988
6779.24561	676.643738	30.9208546	4069.3999
2623.73511	1900.20276	1184.9939	7717.26221
21902.543	1077.32043	1446.88562	4783.68896
2034.04187	363.828583	54.0717506	920.114136
14411.375	1893.62659	1094.31494	5531.72412
25184.043	1396.87573	2312.37183	13386.9492
10464.7266	1179.08533	1927.9447	3918.14648
3193.67847	637.376953	49.9342651	5735.01855
8139.98584	497.851807	456.979248	1657.14661
1258.29431	737.492126	-8.27509499	7315.51074
3732.22681	1150.61707	16.8967056	5248.09619
5695.1582	2599.396	112.161713	9219.07422
1373.55664	1565.96887	24.5357437	4421.91797
10859.5771	578.632629	765.34552	2982.81616
819.445374	1389.42664	14.416419	8790.67188
7953.30322	369.717834	770.726685	3620.90137
5693.47949	959.880737	79.9983368	11089.1904
11460.5537	1626.91016	1529.97827	6099.14209
3010.57446	216.653412	141.824188	5614.97803
4781.4585	921.248047	54.419117	4994.15576
7133.75732	2298.83496	999.881958	7573.09424
12817.8789	2611.0835	1757.82556	8526.34961
6834.46191	967.86499	142.655304	9490.7041
11557.9707	3022.23926	472.634247	6020.55225
8206.6416	2965.38452	542.438293	10620.9424
9775.44629	907.257507	494.164032	1575.26453
7885.00684	879.952026	573.434265	3075.33057
1882.00757	208.945831	-3.76443648	5415.19482
11227.708	3400.69971	1920.75452	8422.87695
6634.16064	1468.06921	1408.69556	3852.55176
2134.17529	875.0802	33.2438316	2874.46558
2077.29346	3846.30151	12.4327049	8042.11182
533.277771	401.704224	95.1272278	2322.5437
999.872803	535.347717	17.6318741	6771.81396
1580.45422	1256.52795	114.405113	1033.1355
8937.00195	418.810547	1746.7467	1472.8075
1944.78357	4956.9458	115.495872	8342.67969
6267.61328	704.476379	228.173126	1617.49768
3407.75488	373.397034	41.6440163	3249.75977
8737.07617	822.578064	1230.71594	823.727295
4926.02246	1955.0271	32.1543541	6408.45068
1502.50098	354.704681	22.2327023	1348.17322
2898.35767	7746.40332	264.709259	3448.55151
33497.9844	3102.3667	2772.87939	8384.06445
5586.97217	607.882141	244.782974	6210.71826
3333.96069	325.351776	132.54895	1364.0968
7500.854	1237.54773	443.300659	15431.0518
1641.34326	1684.83154	22.8897934	9182.71094
1524.16882	526.363586	3.18161678	3117.19629
1173.33813	3321.81958	26.8567886	10718.0586
10040.918	1277.08862	1278.6637	3086.94165
14028.4023	592.366455	2106.85767	4096.96973
2440.14844	1464.17969	109.387283	3412.11841
1076.03552	835.491455	70.5437622	2702.99658
4865.47656	272.967621	560.126343	3324.72388
9179.82227	1187.67151	479.139313	6034.62158
9873.62988	1456.15796	2272.36621	2126.97656
13764.3398	846.634216	711.403687	6018.91309
4393.84717	1158.93896	385.951508	7709.09717
13526.499	1255.48523	276.079651	4364.27393
4579.46826	669.951965	186.126907	2290.33887
22.1088657	77.1779251	-44.0047989	3110.43872
